Lipid,Group_D,Group_D,Group_D,Group_D,Group__C,Group__C,Group__C,Group__C
CAR(14:1)_QUAL,4601.700336456299,4431.140281677246,8566.240615844727,5965.080406188965,6406.100456237793,4676.20036315918,5218.580364227295,3799.620250701904
CAR(14:2),3130.2002449035645,2801.0202293396,5129.980354309082,3784.1402702331534,3581.88028717041,3007.180202484131,3591.160259246826,2517.680164337158
CAR(14:2)_QUAL,52433.423583984375,44321.98294067383,103665.9877319336,62098.08441162109,73661.20541381836,46761.14373779297,66833.90441894531,37791.56248474121
CAR(16:0),2460.660167694092,2631.700206756592,3576.720241546631,2691.920181274414,2187.840156555176,2563.080177307129,2809.7201919555664,1976.6001586914065
CAR(16:0)_QUAL,4344.620315551758,3650.740257263184,7294.520469665527,5058.500354766846,5043.38032913208,3653.500286102295,5588.260398864746,3056.280200958252
CAR(16:1),1958.7801361083984,2011.7601585388184,2366.3801612854004,2093.040153503418,1846.4201278686523,1825.10013961792,2018.3201293945312,1643.3201065063477
CAR(16:1)_QUAL,5912.940441131592,4842.860385894775,10138.320751190186,6586.320465087891,6791.900466918945,4922.880321502686,7663.000518798828,4169.200275421143
CAR(16:2),2089.5401573181152,2191.2001724243164,3101.1802253723145,2836.2602195739746,2302.420162200928,2417.2801780700684,2401.940174102783,2209.6401405334477
CAR(16:2)_QUAL,2888.5002212524414,2414.200164794922,4120.200290679932,2915.220226287842,2970.2802200317383,2508.020179748535,3171.380229949951,2275.5001640319824
CAR(17:0),3096.440200805664,2518.240188598633,4507.420330047607,3148.700252532959,2961.120189666748,2523.520175933838,3462.9202728271484,1967.2201461791992
CAR(17:0)_QUAL,6794.740501403809,5169.180362701416,11420.220840454102,7304.7404861450195,7105.18049621582,6058.960468292236,7765.620529174805,4614.340293884277
CAR(18:0),2665.7601928710938,1911.820140838623,3432.740261077881,2919.960216522217,2424.9401893615723,2478.060157775879,2630.34020614624,1845.3801193237305
CAR(18:0)_QUAL,4244.460273742676,3896.9802856445312,6956.720470428467,4675.560329437256,5000.06033706665,4095.20027923584,5264.400352478027,3658.500259399414
CAR(18:1),2868.020217895508,2130.1201515197754,3592.2802734375,2652.660186767578,2235.800178527832,3289.9602394104004,2645.600170135498,1952.300136566162
CAR(18:1)_QUAL,3788.6002769470215,3456.6802673339844,6222.280448913574,4786.6403884887695,4656.000335693359,3354.0202026367188,4377.5602951049805,3093.9402084350586
CAR(18:2),3379.780227661133,3379.2602577209477,4826.000358581543,3476.12020111084,2938.0801963806152,2973.7402420043945,3294.7802200317383,2883.620185852051
CAR(18:2)_QUAL,3561.540252685547,2936.640182495117,4953.560348510742,3809.380279541016,3553.1202812194824,3007.020206451416,3509.260265350342,2709.1002082824707
CAR(18:3),2598.8201866149902,2351.260154724121,3749.3202590942383,2605.680160522461,2412.3001823425293,2469.2201919555664,3174.560237884521,2042.480136871338
CAR(18:3)_QUAL,4596.940288543701,3532.7002296447754,7055.160491943359,4998.500354766846,4866.660331726074,4002.460273742676,4718.940319061279,3454.380302429199
CAR(18:4),3352.960231781006,3042.740219116211,5655.640380859375,4081.560291290283,3442.040237426758,2864.600200653076,4117.420330047607,2228.340137481689
CAR(18:4)_QUAL,4398.160350799561,4087.84024810791,7925.360488891602,4890.380336761475,4736.480377197266,3643.3202590942383,5295.820358276367,3345.840274810791
CAR(20:0),2482.900188446045,2081.120147705078,2778.9801864624023,2009.000144958496,1993.04012298584,2085.420154571533,2003.360137939453,1813.7601318359373
CAR(20:0)_QUAL,5956.480419158936,4985.000343322754,10488.56069946289,7405.740455627441,6964.700523376465,5644.440410614014,7342.220581054687,4800.000358581543
CAR(20:1),3327.3402366638184,3256.180221557617,4166.900352478027,3472.2002334594727,2831.3202018737798,3019.620204925537,2995.9602088928223,2519.9801902771
CAR(20:1)_QUAL,2960.9002075195312,2481.2601737976074,4220.94030380249,3354.5002517700195,2829.9001960754395,2687.8801918029785,3402.100212097168,2451.660167694092
CAR(20:2),4833.080337524414,5251.900352478027,8560.0806350708,5423.540374755859,5175.220386505127,4239.500324249268,6347.620429992676,3159.7002487182617
CAR(20:2)_QUAL,3338.100238800049,3132.5802268981934,5219.000392913818,3900.5002975463863,3582.4402503967285,3378.500244140625,3512.400257110596,2606.6201553344727
CAR(20:4),2202.8601570129395,2005.0601348876955,2594.800178527832,2063.7801475524902,2110.440174102783,1938.2201461791992,2319.2801513671875,1628.4801025390625
CAR(20:4)_QUAL,3186.660217285156,3013.060199737549,4761.540370941162,3791.340259552002,3257.2802391052246,2831.240222930908,3795.920303344727,2687.8201904296875
CAR(22:0),4130.300258636475,3083.040241241455,5922.580463409424,3316.820240020752,3278.100246429444,4473.920364379883,3739.420265197754,3085.1202354431152
CAR(22:0)_QUAL,3855.620273590088,4052.9402770996094,6631.820449829102,4554.400310516357,4733.460334777832,3795.060276031494,5015.04035949707,3095.6802368164062
CAR(22:2),3841.960266113281,3419.6002655029297,5991.520408630371,4569.820362091064,3865.740238189697,3297.1802253723145,4408.940299987793,3207.0402297973637
CAR(22:2)_QUAL,7396.840518951416,6150.840396881104,13037.78086090088,9233.020652770996,9504.9206199646,6573.86051940918,9338.360694885254,5325.540420532227
CAR(22:4),1954.2401428222656,1808.060111999512,2495.920181274414,2079.640151977539,1898.7001495361328,1826.6001358032229,2003.0401458740237,1763.7801246643066
CAR(22:4)_QUAL,4037.480293273926,3686.6202545166016,6919.300498962402,4519.320350646973,4469.58028793335,3571.92028427124,4660.840320587158,3164.720199584961
CAR(22:5),1681.480110168457,1558.8001174926758,1814.180126190185,1940.5401420593264,1559.260108947754,1611.4401054382324,2016.7001457214355,1564.900104522705
CAR(22:5)_QUAL,13547.660926818848,12880.180870056152,41218.98219299317,16905.98137664795,16850.921142578125,11484.380912780762,13985.820991516111,9217.620666503906
CAR(22:6),1934.460147857666,1920.7201347351076,2398.260181427002,2098.340160369873,2014.120147705078,1897.1601257324216,2371.4601440429688,1750.2601203918457
CAR(22:6)_QUAL,4962.240352630615,4476.780300140381,8662.220649719238,5663.9204177856445,6174.540409088135,4975.200355529785,6606.960487365723,4618.380310058594
CAR(26:0),6495.880439758301,6702.880439758301,11537.8408203125,8289.34056854248,7432.720516204834,6857.08056640625,8194.260593414307,4642.980346679688
CAR(26:0)_QUAL,5185.320365905762,4383.180320739746,8163.720573425293,5705.500396728516,6412.360412597656,4592.200336456299,6356.700393676758,4227.060264587402
CAR(2:0),1907.780128479004,1597.900131225586,2430.3001861572266,1594.9401168823242,1816.9001388549805,1542.140106201172,1756.0201263427734,1530.4001007080078
CAR(2:0)_QUAL,1803.6801223754885,1526.7001190185547,2010.360149383545,1637.280117034912,1570.860107421875,1586.5601043701172,1893.880142211914,1659.7801094055176
CAR(3:0),1562.1401023864746,1507.1201133728027,1728.7001304626465,1596.5401000976562,1538.740104675293,1583.5601272583008,1622.0401153564453,1393.3600997924805
CAR(3:0)_QUAL,4373.480304718018,3759.900302886963,7266.360450744629,5018.100368499756,3099.6802406311035,2895.380214691162,5205.12036895752,2512.1402015686035
CAR(3:1),2134.9601440429688,1833.180118560791,2433.2401695251465,2078.360134124756,2265.1401557922363,1906.980136871338,2255.400161743164,1839.6201210021973
CAR(3:1)_QUAL,5497.800426483154,4413.740295410156,9103.760654449465,6272.640453338623,4568.540294647217,4963.380386352539,6775.320449829102,3110.3002128601074
CAR(4:0),1601.7401123046875,1570.3001098632812,2007.9001388549805,1880.2801475524905,1700.4201278686523,1720.980110168457,1653.2401161193848,1478.1600914001465
CAR(4:0)_QUAL,2381.820152282715,2095.480167388916,3700.760272979736,2643.140190124512,2847.000186920166,2361.0401649475098,2960.440216064453,1959.880126953125
CAR(4:1),8031.660530090332,6929.040512084961,13581.440971374512,8166.600589752197,9687.680793762209,7305.500495910644,9941.34075164795,5671.240409851074
CAR(4:1)_QUAL,2810.3401985168457,2262.0001525878906,3910.660316467285,3001.2202377319336,2630.3202018737798,2314.020156860352,3060.660221099853,2283.76016998291
CAR(5:0),2446.020191192627,2219.4001388549805,3919.660278320313,3385.6602363586426,2811.680202484131,2420.14017868042,2775.200206756592,2255.62015914917
CAR(5:0)_QUAL,2777.920196533203,2170.2401580810547,4105.300296783447,2717.0001945495605,2971.6202278137207,2395.780170440674,3313.400203704834,1867.8801155090327
CAR(5:1),1895.6801223754885,1983.880126953125,2538.64017868042,2100.380146026612,2045.0801277160645,2069.780143737793,2402.680160522461,1650.680103302002
CAR(5:1)_QUAL,1990.0401496887207,1723.2601127624512,2610.820182800293,2411.3001556396484,2236.260162353516,1816.620128631592,2038.0201377868648,1555.5201034545898
CAR(6:0),1686.7201194763184,1495.720115661621,1741.6001319885254,1870.320140838623,1842.7401313781736,1510.760097503662,1770.4601249694824,1533.4801025390625
CAR(6:0)_QUAL,2442.6001586914062,2279.380157470703,3381.160243988037,2814.660213470459,2510.26016998291,2083.2401542663574,2672.960189819336,1731.2601280212402
CAR(6:1),7371.380561828613,6077.340480804443,11038.300765991213,7398.940528869629,8028.340549468994,5850.200382232666,8412.820575714111,4663.940338134766
CAR(6:1)_QUAL,2439.0401763916016,2043.6201438903809,3322.8602294921875,2609.9001808166504,2772.1001892089844,2072.2801513671875,2469.820156097412,2129.58016204834
CAR(7:0),1619.2001304626465,1530.260108947754,1986.360134124756,1798.1201248168943,1633.2001266479492,1554.8801193237305,1565.7201080322266,1529.9400939941406
CAR(7:0)_QUAL,5425.960391998291,3819.4202613830566,8431.280578613281,6103.820449829102,4055.020275115967,3775.500228881836,6343.420406341553,3027.2602005004883
CAR(8:0),3387.80025100708,2793.300201416016,4908.160316467285,3727.200263977051,3499.540252685547,3076.4801864624023,3973.080265045166,2603.440185546875
CAR(8:0)_QUAL,2965.1402168273926,2520.520168304444,4368.420291900635,3098.660228729248,2776.860191345215,2504.180156707764,3398.9202308654785,2047.0001525878904
CAR(8:1),3289.340232849121,2820.8201942443848,4718.16028213501,3921.140266418457,4534.920337677002,3025.600227355957,3916.9802780151367,2964.780204772949
CAR(8:1)_QUAL,5331.820327758789,4228.580314636231,8286.520603179932,6466.54048538208,5765.460422515869,3732.0602684021,6602.020336151123,3421.7002487182617
CAR(9:0),1829.08012008667,1484.840114593506,2107.14013671875,1810.9601211547847,1737.9401245117188,1462.800106048584,1709.8801193237305,1475.8400993347168
CAR(9:0)_QUAL,2881.3802032470703,2344.300178527832,4043.6602935791016,3168.3802185058594,2828.9602088928223,2576.68017578125,3044.920192718506,2017.6401557922363
CAR_QUAL,2636.320205688477,1789.4201278686523,3109.340263366699,2335.980155944824,2257.380157470703,2685.3601570129395,2382.9201736450195,1811.920124053955
CE(12:0),5177.480381011963,5105.680305480957,5116.200386047363,5130.30037689209,5338.6403732299805,5103.720333099365,5408.180366516113,5176.620346069336
CE(14:0),5480.800365447998,5460.320373535156,5283.880348205566,5106.840320587158,5597.800399780273,5307.780364990234,5578.900409698486,5185.380355834961
CE(14:1),5077.940341949463,5239.600379943848,5218.100395202637,5040.800342559814,5181.680351257324,5130.920352935791,5227.8603515625,5101.640361785889
CE(15:0),5411.080352783203,5818.320392608643,5113.580375671387,5253.12036895752,5377.980373382568,5295.580379486084,5781.30037689209,5206.300380706787
CE(15:1),6407.50044631958,6758.420478820801,5639.400394439697,5271.140369415283,6563.460453033447,5846.020404815674,7412.440502166748,5484.080383300781
CE(16:0),5296.000335693359,5909.320411682129,6037.440406799316,5750.160430908203,6702.260513305664,5875.000408172607,6577.22049331665,5714.300395965576
CE(16:1),5811.500419616699,6157.2004318237305,5858.900417327881,5613.840385437012,6928.540512084961,5454.440399169922,6627.720474243164,5750.840412139893
CE(16:2),5243.060352325439,5198.320358276367,5132.360397338867,5137.580341339111,5332.680370330811,5246.920356750488,5358.760372161865,5119.34033203125
CE(16:3),5380.100353240967,5474.30037689209,5268.28039932251,5128.7403564453125,5417.900394439697,5156.260368347168,5473.780406951904,5308.800399780273
CE(17:0),5558.340362548828,5908.940437316895,5175.220367431641,5432.840404510498,6184.920433044434,5797.960403442383,5955.42041015625,5445.780391693115
CE(17:1),5323.600353240967,5310.860366821289,5232.240371704102,5202.780353546143,5509.840385437012,5296.160358428955,5251.260353088379,5225.620388031006
CE(18:1),8486.980575561523,8089.660606384277,8101.480606079102,8454.780601501465,9800.820709228516,7797.720546722412,9223.440635681152,8370.420539855957
CE(18:2),12010.580780029297,10359.660705566406,9949.70079421997,12558.00089263916,13884.281066894531,8732.02063369751,9236.140632629396,8408.400588989258
CE(18:3),5241.320373535156,5795.760406494141,5625.400428771973,6213.380451202393,7216.48051071167,5712.860385894775,5724.180366516113,5489.3203773498535
CE(19:0),5612.640384674072,5717.040416717529,5377.520393371582,5419.540386199951,5708.520370483398,5525.100399017334,5846.760402679443,5571.8803787231445
CE(20:0),5629.360397338867,6243.540420532227,5409.220397949219,5488.040374755859,5751.560386657715,5587.660388946533,6718.320484161377,5696.620391845703
CE(20:1),5145.720344543457,5303.160385131836,5136.700374603272,5327.360363006592,5419.42036819458,5294.440338134766,5364.300369262695,5201.240364074707
CE(20:3),5415.300369262695,5641.960346221924,5243.420398712158,5148.840351104736,5576.100379943848,5516.160385131836,5322.380344390869,5189.860370635986
CE(20:4),10609.280780792236,9335.30058670044,6675.44051361084,6978.180469512939,7921.940567016602,6201.90043258667,6757.060501098633,6435.020469665527
CE(20:5),5510.220386505127,5469.46036529541,5237.240383148193,5215.740379333496,5588.320404052734,5398.220359802246,5625.640350341797,5383.280387878418
CE(22:0),5198.880332946777,5178.080348968506,5226.900363922119,5274.380382537842,5395.300392150879,5215.420352935791,5325.860355377197,5252.720352172852
CE(22:1),5319.360382080078,5486.480365753174,5228.640365600586,5371.460395812988,5673.540370941162,5294.200344085693,5605.740379333496,5339.080360412598
CE(22:2),5153.240352630615,5187.040378570557,5111.600395202637,5188.3803787231445,5248.960388183594,5170.500358581543,5481.840377807617,5222.74036026001
CE(22:3),5125.260364532471,5164.660346984863,5055.720375061035,5147.940361022949,5079.180328369141,5093.760368347168,5195.52033996582,5195.660346984863
CE(22:5),5346.640380859375,5682.460430145264,5224.560386657715,5683.500392913818,5461.480388641357,5335.2603759765625,5380.8803787231445,5289.1803855896
CE(22:6),8606.920528411865,9521.160682678224,7416.460548400879,7065.140483856201,8425.760643005371,7237.360492706299,8781.16061782837,6522.400463104248
CE(24:1),5217.360374450684,5290.420387268066,5180.440380096436,5191.780349731445,5305.780372619629,5208.440361022949,5215.48038482666,5193.180351257324
CE(46:3;O2),5118.440349578857,5069.060359954834,5063.960372924805,5081.540344238281,5079.440322875977,5095.940364837647,5080.980323791504,5081.200366973877
CE(48:3;O2),5072.560333251953,5109.440349578857,5056.96036529541,5080.900341033936,5084.5403480529785,5069.3603439331055,5168.100322723389,5159.600353240967
CE(50:3;O2),5102.100353240967,5090.860363006592,5079.520366668701,5081.180347442627,5081.240345001221,5097.200328826904,5151.500331878662,5129.460350036621
CE(52:3;O2),5066.380355834961,5126.920372009277,5075.300346374512,5100.740352630615,5107.820358276367,5066.720367431641,5138.480346679688,5074.640312194824
Cer(d12:0/14:0),1213.8800811767578,1080.060073852539,1256.54008102417,1229.8800964355469,1068.7800750732422,1185.5400848388672,1176.5400772094729,1065.2600555419922
"Cer(d14:2(4E,6E)/16:0)",1071.1000785827637,1073.4200820922852,1145.660083770752,1139.4800910949707,1082.760082244873,1192.2800827026367,1074.9400787353516,1226.140079498291
"Cer(d14:2(4E,6E)/18:1(9Z))",1102.0600814819336,1072.680076599121,1223.5800857543943,1176.2600860595703,1091.0200843811035,1159.6000785827637,1062.9200706481934,1108.04008102417
"Cer(d14:2(4E,6E)/20:1(11Z))",1071.020076751709,1072.2800827026367,1205.1200790405271,1121.320083618164,1079.4400672912598,1104.0600700378418,1113.5200729370115,1065.1800918579102
Cer(d15:1/16:0),1147.3200721740725,1122.1800842285156,1235.5400848388672,1121.940086364746,1093.6000747680664,1130.2800827026367,1150.6800842285156,1082.420078277588
"Cer(d15:2(4E,6E)/20:0)",1260.6200942993164,1202.160083770752,1383.8800926208496,1131.780086517334,1115.1600914001465,1223.0800704956057,2154.9401473999023,1142.420078277588
"Cer(d15:2(4E,6E)/22:0)",1156.640079498291,1132.2400741577148,1260.5200691223145,1178.6200981140137,1128.2200813293457,1135.6400871276855,1268.1800842285156,1144.8600730895996
Cer(d16:1/17:0),1135.1200790405271,1094.9600791931152,1138.54008102417,1091.580078125,1064.3400802612305,1125.4600791931152,1118.9400749206543,1068.0400733947754
Cer(d16:1/23:0),1071.560073852539,1126.8400802612305,1123.340087890625,1181.6200790405271,1078.2400817871094,1064.680076599121,1177.7600746154783,1128.1600761413574
Cer(d18:0/13:0),1071.2400817871094,1177.0600852966309,1120.3400764465332,1259.6400871276855,1064.1800727844238,1148.840072631836,1062.3200759887695,1088.620086669922
Cer(d18:0/14:0),1119.0000801086426,1127.140079498291,1266.6400871276855,1218.2200965881348,1090.880084991455,1196.6000900268557,1166.3600730895996,1238.4200820922852
Cer(d18:0/15:0),1195.8200759887695,1072.12007522583,1106.3400840759275,1127.7400932312012,1065.820083618164,1074.12007522583,1062.580078125,1065.1000785827637
Cer(d18:0/16:0),1219.5000915527344,1136.960075378418,1245.8200912475586,1126.4200820922852,1111.2800788879397,1488.020107269287,1116.740077972412,1282.6800994873047
Cer(d18:0/17:0),1071.820083618164,1072.4200630187988,1254.0800971984863,1226.6600914001465,1136.9800758361816,1158.5000762939453,1164.7000885009766,1077.780071258545
Cer(d18:0/18:0),1137.020076751709,1198.3400840759275,1128.6200675964355,1209.2000846862793,1064.560073852539,1189.54008102417,1089.1800689697266,1155.1600761413574
Cer(d18:0/19:0),1087.1400718688965,1138.5400733947754,1117.1200790405271,1155.460090637207,1064.580078125,1132.6600761413574,1063.220069885254,1077.2000846862793
Cer(d18:0/20:0),1107.840068817139,1135.640079498291,1220.2600784301758,1361.0401039123535,1065.2800788879397,1293.9200897216797,1195.1800727844238,1214.860080718994
Cer(d18:0/21:0),1373.5600929260254,1857.8201293945312,1458.1800918579102,1547.1401329040527,1291.0600929260254,2183.1001358032227,1548.1401023864746,1425.900089263916
Cer(d18:0/22:0),1217.8600845336914,1416.7200965881348,1348.7000923156738,1356.900089263916,1233.1200828552246,1317.660099029541,1383.1801071166992,1121.1800804138184
Cer(d18:0/23:0),1130.4800758361816,1401.6200942993164,1127.6600723266602,1360.7200889587402,1148.5000839233398,1260.9800834655762,1332.1000862121582,1221.9001083374023
Cer(d18:0/24:0),1225.9800872802734,1307.2000923156738,1168.380084991455,1226.4000816345217,1114.0200843811035,1352.5401077270508,1436.0600967407229,1172.9200744628906
Cer(d18:0/25:0),1227.3000831604004,1260.7800903320312,1382.6601104736328,1413.1001091003418,1131.5000762939453,1448.0001106262207,1324.2600936889648,1302.4601020812988
Cer(d18:0/26:0),1150.220085144043,1239.0400886535645,1141.9600830078125,1318.0200843811035,1078.240077972412,1179.64009475708,1185.9200897216797,1182.6600646972656
Cer(d18:0/27:0),1146.0800857543943,1112.300064086914,1188.360088348389,1090.8000793457031,1065.62007522583,1120.600082397461,1098.1200828552246,1065.4600715637207
Cer(d18:0/29:0),1071.7200775146484,1168.1600799560547,1136.1200790405271,1192.300090789795,1151.1400909423828,1170.4800720214844,1071.600067138672,1115.180076599121
Cer(d18:0/30:0),1071.1200790405271,1072.520076751709,1072.7000770568848,1103.0400733947754,1065.6400871276855,1177.860088348389,1115.860065460205,1065.2600708007812
Cer(d18:0/31:0),1123.8000831604004,1154.0400848388672,1091.680076599121,1191.320087432861,1145.2400856018066,1173.280086517334,1196.4600791931152,1082.6400756835938
Cer(d18:0/32:0),1092.5600776672363,1095.140079498291,1073.740077972412,1118.500087738037,1064.9200744628906,1083.8400802612305,1097.1600761413574,1084.420066833496
Cer(d18:0/h17:0),1071.3000717163086,1185.2000999450684,1115.9800834655762,1089.9600791931152,1087.4600791931152,1147.160083770752,1145.240089416504,1064.8400764465332
Cer(d18:0/h24:0),1195.7200927734375,1078.3400802612305,1110.8800735473633,1078.9200820922852,1065.0400772094729,1153.7800827026367,1107.060089111328,1226.7000923156738
Cer(d18:0/h26:0),1073.2000885009766,1118.2000732421875,1109.280071258545,1097.7800827026367,1065.080078125,1205.9400825500488,1097.0600662231443,1103.5400886535645
Cer(d18:1/12:0),1197.820083618164,1119.760082244873,1182.8800773620603,1105.000072479248,1079.720085144043,1119.6000785827637,1126.6800804138184,1150.8800811767578
Cer(d18:1/14:0),1094.400074005127,1154.1200790405271,1159.9800758361816,1318.4200897216797,1125.0200805664062,1192.6000862121582,1143.1200828552246,1074.5800743103027
Cer(d18:1/16:0),3514.3602981567383,3455.6202354431152,4311.080299377441,4436.560222625732,2777.320167541504,6142.360569000244,4971.480335235596,3980.600280761719
Cer(d18:1/17:0),1171.6200828552246,1150.7400703430176,1320.2800903320312,1272.2000885009766,1096.4400787353516,1207.020092010498,1089.960075378418,1160.0400848388672
Cer(d18:1/18:0),1454.080108642578,1514.4001121520996,1757.9401206970217,1405.2800903320312,1474.240089416504,2042.8201370239256,1373.540096282959,1470.340103149414
Cer(d18:1/18:1(9Z)),1179.6800804138184,1155.080078125,1252.600082397461,1568.300121307373,1092.1800842285156,1206.9800758361816,1125.8800888061523,1202.9600791931152
Cer(d18:1/19:0),1123.04008102417,1095.7200813293457,1089.340068817139,1182.3000946044922,1107.680076599121,1165.3200798034668,1173.5200805664062,1106.8400764465332
Cer(d18:1/20:0),1400.2401084899902,2765.1802253723145,2316.880168914795,1846.060131072998,1449.9401016235352,2064.4001502990723,2874.8801918029785,1712.600112915039
Cer(d18:1/22:0),7063.000450134277,18695.640758514404,6144.720539093018,10847.000900268557,6335.720302581787,19414.30142211914,16865.66114425659,4220.840301513672
Cer(d18:1/23:0),2885.2602195739746,4288.920223236084,2029.1001358032229,3358.6202087402344,2430.9601249694824,5157.600292205811,4085.880325317383,1648.3801231384275
Cer(d18:1/24:0),5899.620471954346,10714.060653686523,5335.440414428711,9608.140769958496,5193.900436401367,13171.081066131592,9140.620937347412,3140.600269317627
Cer(d18:1/24:1(15Z)),8760.400646209717,18286.44095993042,7030.960594177246,14916.581203460692,7589.640609741211,21064.141513824463,15453.601234436035,5473.0805015563965
Cer(d18:1/25:0),1317.1800994873047,1611.9601211547852,1577.3601188659668,1580.4001159667969,1305.7400856018066,1824.0001220703125,1473.4201049804688,1287.3800964355469
Cer(d18:1/26:0),1196.4000816345217,1241.1800842285156,1187.5600814819336,1300.0600929260254,1109.2800827026367,1282.0800857543943,1403.0800857543943,1187.5200843811035
Cer(d18:1/26:1(17Z)),1167.1600914001465,1134.3000717163086,1135.5600814819336,1282.740089416504,1318.2800979614258,1164.800075531006,1269.6800918579102,1156.8200798034668
Cer(d18:1/27:0),1085.8400802612305,1095.4400787353516,1091.8800811767578,1146.7600860595703,1092.2200736999512,1193.360092163086,1210.140079498291,1101.1200790405271
Cer(d18:1/28:0),1124.9800758361816,1203.8400917053225,1221.000087738037,1087.1000900268557,1078.8000831604004,1125.720069885254,1111.62007522583,1129.3800735473633
Cer(d18:1/29:0),1103.3400764465332,1119.8600769042969,1088.7000732421875,1101.340087890625,1065.3000793457031,1122.620086669922,1090.720069885254,1065.6000785827637
Cer(d18:1/2:0),1158.6400871276855,1133.0600776672363,1142.100067138672,1422.780101776123,1200.4200820922852,1072.6400718688965,1169.8400802612305,1161.200065612793
Cer(d18:1/30:0),1104.280086517334,1072.8800811767578,1127.4800758361816,1070.0600776672363,1112.7600898742676,1083.6800651550293,1139.600082397461,1064.4400749206543
