,Biology,Cage,Correct_RT,Genotype,Group_Sample,Lipid,Match_Group,Mouse,New_ID,OzESI_Intensity,Parent_Ion,Product_Ion,Retention_Time,Sample_ID,Transition
15,cereb,FAD185,10.84,WT,366.0,[TG(52:6)]_FA18:2,2332.0,M4,[TG(52:6)]_FA18:2-FAD185-M4-WT-cereb,3139.380126953125,868.8,571.5,10.84,11282023_FAD185_M4_WT_cereb_O3on_01,868.8 -> 571.5
16,cortex,FAD185,10.84,WT,396.0,[TG(52:6)]_FA18:2,2333.0,M4,[TG(52:6)]_FA18:2-FAD185-M4-WT-cortex,2971.16015625,868.8,571.5,10.84,11282023_FAD185_M4_WT_cortex_O3on_01,868.8 -> 571.5
17,cereb,DOD94,13.28,WT,9.0,[TG(54:5)]_FA18:1,2480.0,F3,[TG(54:5)]_FA18:1-DOD94-F3-WT-cereb,2625.68017578125,898.8,599.5,13.28,11282023_DOD94_F3_WT_cereb_O3on_01,898.8 -> 599.5
18,cortex,DOD94,13.24,WT,39.0,[TG(54:5)]_FA18:1,2481.0,F3,[TG(54:5)]_FA18:1-DOD94-F3-WT-cortex,4251.580078125,898.8,599.5,13.24,11282023_DOD94_F3_WT_cortex_O3on_01,898.8 -> 599.5
19,hippo,DOD94,13.42,WT,99.0,[TG(54:5)]_FA18:1,2483.0,F3,[TG(54:5)]_FA18:1-DOD94-F3-WT-hippo,1090.860107421875,898.8,599.5,13.42,11282023_DOD94_F3_WT_hippo_O3on_01,898.8 -> 599.5
20,cereb,FAD184,13.24,WT,129.0,[TG(54:5)]_FA18:1,2484.0,F3,[TG(54:5)]_FA18:1-FAD184-F3-WT-cereb,2728.18017578125,898.8,599.5,13.24,11282023_FAD184_F3_WT_cereb_O3on_01,898.8 -> 599.5
21,cortex,FAD184,13.24,WT,159.0,[TG(54:5)]_FA18:1,2485.0,F3,[TG(54:5)]_FA18:1-FAD184-F3-WT-cortex,23498.501953125,898.8,599.5,13.24,11282023_FAD184_F3_WT_cortex_O3on_01,898.8 -> 599.5
22,dienc,FAD184,13.24,WT,189.0,[TG(54:5)]_FA18:1,2486.0,F3,[TG(54:5)]_FA18:1-FAD184-F3-WT-dienc,2060.280029296875,898.8,599.5,13.24,11282023_FAD184_F3_WT_dienc_O3on_01,898.8 -> 599.5
23,hippo,FAD184,13.28,WT,219.0,[TG(54:5)]_FA18:1,2487.0,F3,[TG(54:5)]_FA18:1-FAD184-F3-WT-hippo,857.840087890625,898.8,599.5,13.28,11282023_FAD184_F3_WT_hippo_O3on_01,898.8 -> 599.5
24,cortex,FAD184,13.24,WT,279.0,[TG(54:5)]_FA18:1,2489.0,F4,[TG(54:5)]_FA18:1-FAD184-F4-WT-cortex,1606.16015625,898.8,599.5,13.28,11282023_FAD184_F4_WT_cortex_O3on_01,898.8 -> 599.5
25,dienc,FAD184,13.24,WT,309.0,[TG(54:5)]_FA18:1,2490.0,F4,[TG(54:5)]_FA18:1-FAD184-F4-WT-dienc,1190.280029296875,898.8,599.5,13.24,11282023_FAD184_F4_WT_dienc_O3on_01,898.8 -> 599.5
26,cereb,FAD185,13.24,WT,369.0,[TG(54:5)]_FA18:1,2492.0,M4,[TG(54:5)]_FA18:1-FAD185-M4-WT-cereb,68558.984375,898.8,599.5,13.24,11282023_FAD185_M4_WT_cereb_O3on_01,898.8 -> 599.5
27,cortex,FAD185,13.24,WT,399.0,[TG(54:5)]_FA18:1,2493.0,M4,[TG(54:5)]_FA18:1-FAD185-M4-WT-cortex,46662.44140625,898.8,599.5,13.24,11282023_FAD185_M4_WT_cortex_O3on_01,898.8 -> 599.5
28,dienc,FAD185,13.24,WT,429.0,[TG(54:5)]_FA18:1,2494.0,M4,[TG(54:5)]_FA18:1-FAD185-M4-WT-dienc,14437.9814453125,898.8,599.5,13.24,11282023_FAD185_M4_WT_dienc_O3on_01,898.8 -> 599.5
29,hippo,FAD185,13.28,WT,459.0,[TG(54:5)]_FA18:1,2495.0,M4,[TG(54:5)]_FA18:1-FAD185-M4-WT-hippo,5437.62060546875,898.8,599.5,13.28,11282023_FAD185_M4_WT_hippo_O3on_01,898.8 -> 599.5
30,cortex,DOD94,12.08,WT,40.0,[TG(54:6)]_FA18:1,2461.0,F3,[TG(54:6)]_FA18:1-DOD94-F3-WT-cortex,98.20000457763672,896.8,597.5,12.08,11282023_DOD94_F3_WT_cortex_O3on_01,896.8 -> 597.5
31,cortex,FAD184,12.13,WT,160.0,[TG(54:6)]_FA18:1,2465.0,F3,[TG(54:6)]_FA18:1-FAD184-F3-WT-cortex,824.9800415039062,896.8,597.5,12.13,11282023_FAD184_F3_WT_cortex_O3on_01,896.8 -> 597.5
32,cereb,FAD185,12.08,WT,370.0,[TG(54:6)]_FA18:1,2472.0,M4,[TG(54:6)]_FA18:1-FAD185-M4-WT-cereb,3611.22021484375,896.8,597.5,12.08,11282023_FAD185_M4_WT_cereb_O3on_01,896.8 -> 597.5
33,cortex,FAD185,12.13,WT,400.0,[TG(54:6)]_FA18:1,2473.0,M4,[TG(54:6)]_FA18:1-FAD185-M4-WT-cortex,4322.48046875,896.8,597.5,12.13,11282023_FAD185_M4_WT_cortex_O3on_01,896.8 -> 597.5
34,cereb,DOD94,15.68,WT,11.0,"[TG(55:10),TG(54:3)]_FA18:1",2540.0,F3,"[TG(55:10),TG(54:3)]_FA18:1-DOD94-F3-WT-cereb",36981.5234375,902.8,603.5,15.68,11282023_DOD94_F3_WT_cereb_O3on_01,902.8 -> 603.5
35,cortex,DOD94,15.64,WT,41.0,"[TG(55:10),TG(54:3)]_FA18:1",2541.0,F3,"[TG(55:10),TG(54:3)]_FA18:1-DOD94-F3-WT-cortex",38915.6640625,902.8,603.5,15.64,11282023_DOD94_F3_WT_cortex_O3on_01,902.8 -> 603.5
36,dienc,DOD94,15.72,WT,71.0,"[TG(55:10),TG(54:3)]_FA18:1",2542.0,F3,"[TG(55:10),TG(54:3)]_FA18:1-DOD94-F3-WT-dienc",87526.328125,902.8,603.5,15.72,11282023_DOD94_F3_WT_dienc_O3on_01,902.8 -> 603.5
37,hippo,DOD94,15.77,WT,101.0,"[TG(55:10),TG(54:3)]_FA18:1",2543.0,F3,"[TG(55:10),TG(54:3)]_FA18:1-DOD94-F3-WT-hippo",27090.001953125,902.8,603.5,15.77,11282023_DOD94_F3_WT_hippo_O3on_01,902.8 -> 603.5
38,cereb,FAD184,15.64,WT,131.0,"[TG(55:10),TG(54:3)]_FA18:1",2544.0,F3,"[TG(55:10),TG(54:3)]_FA18:1-FAD184-F3-WT-cereb",38799.54296875,902.8,603.5,15.64,11282023_FAD184_F3_WT_cereb_O3on_01,902.8 -> 603.5
39,cortex,FAD184,15.64,WT,161.0,"[TG(55:10),TG(54:3)]_FA18:1",2545.0,F3,"[TG(55:10),TG(54:3)]_FA18:1-FAD184-F3-WT-cortex",120141.109375,902.8,603.5,15.64,11282023_FAD184_F3_WT_cortex_O3on_01,902.8 -> 603.5
40,dienc,FAD184,15.64,WT,191.0,"[TG(55:10),TG(54:3)]_FA18:1",2546.0,F3,"[TG(55:10),TG(54:3)]_FA18:1-FAD184-F3-WT-dienc",27709.1015625,902.8,603.5,15.64,11282023_FAD184_F3_WT_dienc_O3on_01,902.8 -> 603.5
41,hippo,FAD184,15.64,WT,221.0,"[TG(55:10),TG(54:3)]_FA18:1",2547.0,F3,"[TG(55:10),TG(54:3)]_FA18:1-FAD184-F3-WT-hippo",32660.001953125,902.8,603.5,15.64,11282023_FAD184_F3_WT_hippo_O3on_01,902.8 -> 603.5
42,cereb,FAD184,15.64,WT,251.0,"[TG(55:10),TG(54:3)]_FA18:1",2548.0,F4,"[TG(55:10),TG(54:3)]_FA18:1-FAD184-F4-WT-cereb",30448.921875,902.8,603.5,15.68,11282023_FAD184_F4_WT_cereb_O3on_01,902.8 -> 603.5
43,cortex,FAD184,15.64,WT,281.0,"[TG(55:10),TG(54:3)]_FA18:1",2549.0,F4,"[TG(55:10),TG(54:3)]_FA18:1-FAD184-F4-WT-cortex",12897.5810546875,902.8,603.5,15.64,11282023_FAD184_F4_WT_cortex_O3on_01,902.8 -> 603.5
44,dienc,FAD184,15.64,WT,311.0,"[TG(55:10),TG(54:3)]_FA18:1",2550.0,F4,"[TG(55:10),TG(54:3)]_FA18:1-FAD184-F4-WT-dienc",28098.1015625,902.8,603.5,15.64,11282023_FAD184_F4_WT_dienc_O3on_01,902.8 -> 603.5
45,hippo,FAD184,15.64,WT,341.0,"[TG(55:10),TG(54:3)]_FA18:1",2551.0,F4,"[TG(55:10),TG(54:3)]_FA18:1-FAD184-F4-WT-hippo",11709.1611328125,902.8,603.5,15.64,11282023_FAD184_F4_WT_hippo_O3on_01,902.8 -> 603.5
46,cereb,FAD185,15.64,WT,371.0,"[TG(55:10),TG(54:3)]_FA18:1",2552.0,M4,"[TG(55:10),TG(54:3)]_FA18:1-FAD185-M4-WT-cereb",482646.40625,902.8,603.5,15.64,11282023_FAD185_M4_WT_cereb_O3on_01,902.8 -> 603.5
47,cortex,FAD185,15.64,WT,401.0,"[TG(55:10),TG(54:3)]_FA18:1",2553.0,M4,"[TG(55:10),TG(54:3)]_FA18:1-FAD185-M4-WT-cortex",172454.390625,902.8,603.5,15.64,11282023_FAD185_M4_WT_cortex_O3on_01,902.8 -> 603.5
48,dienc,FAD185,15.64,WT,431.0,"[TG(55:10),TG(54:3)]_FA18:1",2554.0,M4,"[TG(55:10),TG(54:3)]_FA18:1-FAD185-M4-WT-dienc",58223.68359375,902.8,603.5,15.64,11282023_FAD185_M4_WT_dienc_O3on_01,902.8 -> 603.5
49,hippo,FAD185,15.68,WT,461.0,"[TG(55:10),TG(54:3)]_FA18:1",2555.0,M4,"[TG(55:10),TG(54:3)]_FA18:1-FAD185-M4-WT-hippo",35223.203125,902.8,603.5,15.68,11282023_FAD185_M4_WT_hippo_O3on_01,902.8 -> 603.5
50,cereb,FAD189,15.64,WT,491.0,"[TG(55:10),TG(54:3)]_FA18:1",2556.0,M3,"[TG(55:10),TG(54:3)]_FA18:1-FAD189-M3-WT-cereb",88579.1640625,902.8,603.5,15.64,11282023_FAD189_M3_WT_cereb_O3on_01,902.8 -> 603.5
51,cortex,FAD189,15.64,WT,521.0,"[TG(55:10),TG(54:3)]_FA18:1",2557.0,M3,"[TG(55:10),TG(54:3)]_FA18:1-FAD189-M3-WT-cortex",208154.328125,902.8,603.5,15.64,11282023_FAD189_M3_WT_cortex_O3on_01,902.8 -> 603.5
52,dienc,FAD189,15.64,WT,551.0,"[TG(55:10),TG(54:3)]_FA18:1",2558.0,M3,"[TG(55:10),TG(54:3)]_FA18:1-FAD189-M3-WT-dienc",88376.8828125,902.8,603.5,15.64,11282023_FAD189_M3_WT_dienc_O3on_01,902.8 -> 603.5
53,hippo,FAD189,15.64,WT,581.0,"[TG(55:10),TG(54:3)]_FA18:1",2559.0,M3,"[TG(55:10),TG(54:3)]_FA18:1-FAD189-M3-WT-hippo",10971.720703125,902.8,603.5,15.64,11282023_FAD189_M3_WT_hippo_O3on_01,902.8 -> 603.5
54,cortex,FAD185,14.44,WT,402.0,"[TG(55:11),TG(54:4)]_FA16:1",2533.0,M4,"[TG(55:11),TG(54:4)]_FA16:1-FAD185-M4-WT-cortex",763.580078125,900.8,629.5,14.44,11282023_FAD185_M4_WT_cortex_O3on_01,900.8 -> 629.5
55,cereb,DOD94,14.48,WT,13.0,"[TG(55:11),TG(54:4)]_FA18:1",2500.0,F3,"[TG(55:11),TG(54:4)]_FA18:1-DOD94-F3-WT-cereb",10205.640625,900.8,601.5,14.48,11282023_DOD94_F3_WT_cereb_O3on_01,900.8 -> 601.5
56,cortex,DOD94,14.48,WT,43.0,"[TG(55:11),TG(54:4)]_FA18:1",2501.0,F3,"[TG(55:11),TG(54:4)]_FA18:1-DOD94-F3-WT-cortex",24065.76171875,900.8,601.5,14.48,11282023_DOD94_F3_WT_cortex_O3on_01,900.8 -> 601.5
57,dienc,DOD94,14.53,WT,73.0,"[TG(55:11),TG(54:4)]_FA18:1",2502.0,F3,"[TG(55:11),TG(54:4)]_FA18:1-DOD94-F3-WT-dienc",47517.1015625,900.8,601.5,14.53,11282023_DOD94_F3_WT_dienc_O3on_01,900.8 -> 601.5
58,hippo,DOD94,14.62,WT,103.0,"[TG(55:11),TG(54:4)]_FA18:1",2503.0,F3,"[TG(55:11),TG(54:4)]_FA18:1-DOD94-F3-WT-hippo",5318.3203125,900.8,601.5,14.62,11282023_DOD94_F3_WT_hippo_O3on_01,900.8 -> 601.5
59,cereb,FAD184,14.48,WT,133.0,"[TG(55:11),TG(54:4)]_FA18:1",2504.0,F3,"[TG(55:11),TG(54:4)]_FA18:1-FAD184-F3-WT-cereb",9687.541015625,900.8,601.5,14.44,11282023_FAD184_F3_WT_cereb_O3on_01,900.8 -> 601.5
60,cortex,FAD184,14.44,WT,163.0,"[TG(55:11),TG(54:4)]_FA18:1",2505.0,F3,"[TG(55:11),TG(54:4)]_FA18:1-FAD184-F3-WT-cortex",90712.4453125,900.8,601.5,14.44,11282023_FAD184_F3_WT_cortex_O3on_01,900.8 -> 601.5
61,dienc,FAD184,14.44,WT,193.0,"[TG(55:11),TG(54:4)]_FA18:1",2506.0,F3,"[TG(55:11),TG(54:4)]_FA18:1-FAD184-F3-WT-dienc",10205.9609375,900.8,601.5,14.44,11282023_FAD184_F3_WT_dienc_O3on_01,900.8 -> 601.5
62,hippo,FAD184,14.44,WT,223.0,"[TG(55:11),TG(54:4)]_FA18:1",2507.0,F3,"[TG(55:11),TG(54:4)]_FA18:1-FAD184-F3-WT-hippo",5263.42041015625,900.8,601.5,14.44,11282023_FAD184_F3_WT_hippo_O3on_01,900.8 -> 601.5
63,cereb,FAD184,14.48,WT,253.0,"[TG(55:11),TG(54:4)]_FA18:1",2508.0,F4,"[TG(55:11),TG(54:4)]_FA18:1-FAD184-F4-WT-cereb",13654.640625,900.8,601.5,14.48,11282023_FAD184_F4_WT_cereb_O3on_01,900.8 -> 601.5
64,cortex,FAD184,14.44,WT,283.0,"[TG(55:11),TG(54:4)]_FA18:1",2509.0,F4,"[TG(55:11),TG(54:4)]_FA18:1-FAD184-F4-WT-cortex",5019.400390625,900.8,601.5,14.48,11282023_FAD184_F4_WT_cortex_O3on_01,900.8 -> 601.5
65,dienc,FAD184,14.44,WT,313.0,"[TG(55:11),TG(54:4)]_FA18:1",2510.0,F4,"[TG(55:11),TG(54:4)]_FA18:1-FAD184-F4-WT-dienc",6839.46044921875,900.8,601.5,14.48,11282023_FAD184_F4_WT_dienc_O3on_01,900.8 -> 601.5
66,hippo,FAD184,14.44,WT,343.0,"[TG(55:11),TG(54:4)]_FA18:1",2511.0,F4,"[TG(55:11),TG(54:4)]_FA18:1-FAD184-F4-WT-hippo",1317.9801025390625,900.8,601.5,14.48,11282023_FAD184_F4_WT_hippo_O3on_01,900.8 -> 601.5
67,cereb,FAD185,14.44,WT,373.0,"[TG(55:11),TG(54:4)]_FA18:1",2512.0,M4,"[TG(55:11),TG(54:4)]_FA18:1-FAD185-M4-WT-cereb",238698.515625,900.8,601.5,14.44,11282023_FAD185_M4_WT_cereb_O3on_01,900.8 -> 601.5
68,cortex,FAD185,14.44,WT,403.0,"[TG(55:11),TG(54:4)]_FA18:1",2513.0,M4,"[TG(55:11),TG(54:4)]_FA18:1-FAD185-M4-WT-cortex",187955.328125,900.8,601.5,14.44,11282023_FAD185_M4_WT_cortex_O3on_01,900.8 -> 601.5
69,dienc,FAD185,14.48,WT,433.0,"[TG(55:11),TG(54:4)]_FA18:1",2514.0,M4,"[TG(55:11),TG(54:4)]_FA18:1-FAD185-M4-WT-dienc",49525.921875,900.8,601.5,14.48,11282023_FAD185_M4_WT_dienc_O3on_01,900.8 -> 601.5
70,hippo,FAD185,14.48,WT,463.0,"[TG(55:11),TG(54:4)]_FA18:1",2515.0,M4,"[TG(55:11),TG(54:4)]_FA18:1-FAD185-M4-WT-hippo",17163.701171875,900.8,601.5,14.48,11282023_FAD185_M4_WT_hippo_O3on_01,900.8 -> 601.5
71,cereb,FAD189,14.44,WT,493.0,"[TG(55:11),TG(54:4)]_FA18:1",2516.0,M3,"[TG(55:11),TG(54:4)]_FA18:1-FAD189-M3-WT-cereb",37649.36328125,900.8,601.5,14.44,11282023_FAD189_M3_WT_cereb_O3on_01,900.8 -> 601.5
72,cortex,FAD189,14.44,WT,523.0,"[TG(55:11),TG(54:4)]_FA18:1",2517.0,M3,"[TG(55:11),TG(54:4)]_FA18:1-FAD189-M3-WT-cortex",85384.265625,900.8,601.5,14.44,11282023_FAD189_M3_WT_cortex_O3on_01,900.8 -> 601.5
73,dienc,FAD189,14.44,WT,553.0,"[TG(55:11),TG(54:4)]_FA18:1",2518.0,M3,"[TG(55:11),TG(54:4)]_FA18:1-FAD189-M3-WT-dienc",51270.921875,900.8,601.5,14.44,11282023_FAD189_M3_WT_dienc_O3on_01,900.8 -> 601.5
74,hippo,FAD189,14.48,WT,583.0,"[TG(55:11),TG(54:4)]_FA18:1",2519.0,M3,"[TG(55:11),TG(54:4)]_FA18:1-FAD189-M3-WT-hippo",2144.820068359375,900.8,601.5,14.48,11282023_FAD189_M3_WT_hippo_O3on_01,900.8 -> 601.5
75,cortex,DOD94,16.92,WT,45.0,"[TG(55:8),TG(54:1)]_FA18:1",2581.0,F3,"[TG(55:8),TG(54:1)]_FA18:1-DOD94-F3-WT-cortex",714.5200805664062,906.8,607.5,16.92,11282023_DOD94_F3_WT_cortex_O3on_01,906.8 -> 607.5
76,hippo,DOD94,16.92,WT,105.0,"[TG(55:8),TG(54:1)]_FA18:1",2583.0,F3,"[TG(55:8),TG(54:1)]_FA18:1-DOD94-F3-WT-hippo",1161.800048828125,906.8,607.5,16.92,11282023_DOD94_F3_WT_hippo_O3on_01,906.8 -> 607.5
77,cereb,FAD184,18.03,WT,135.0,"[TG(55:8),TG(54:1)]_FA18:1",2584.0,F3,"[TG(55:8),TG(54:1)]_FA18:1-FAD184-F3-WT-cereb",1917.7601318359375,906.8,607.5,18.03,11282023_FAD184_F3_WT_cereb_O3on_01,906.8 -> 607.5
78,cortex,FAD184,16.88,WT,165.0,"[TG(55:8),TG(54:1)]_FA18:1",2585.0,F3,"[TG(55:8),TG(54:1)]_FA18:1-FAD184-F3-WT-cortex",1762.580078125,906.8,607.5,16.88,11282023_FAD184_F3_WT_cortex_O3on_01,906.8 -> 607.5
79,dienc,FAD184,16.83,WT,195.0,"[TG(55:8),TG(54:1)]_FA18:1",2586.0,F3,"[TG(55:8),TG(54:1)]_FA18:1-FAD184-F3-WT-dienc",836.2200317382812,906.8,607.5,16.83,11282023_FAD184_F3_WT_dienc_O3on_01,906.8 -> 607.5
80,cereb,DOD94,16.88,WT,16.0,"[TG(55:9),TG(54:2)]_FA18:1",2560.0,F3,"[TG(55:9),TG(54:2)]_FA18:1-DOD94-F3-WT-cereb",10233.4609375,904.8,605.5,16.88,11282023_DOD94_F3_WT_cereb_O3on_01,904.8 -> 605.5
81,cortex,DOD94,16.88,WT,46.0,"[TG(55:9),TG(54:2)]_FA18:1",2561.0,F3,"[TG(55:9),TG(54:2)]_FA18:1-DOD94-F3-WT-cortex",11255.2607421875,904.8,605.5,16.88,11282023_DOD94_F3_WT_cortex_O3on_01,904.8 -> 605.5
82,dienc,DOD94,16.97,WT,76.0,"[TG(55:9),TG(54:2)]_FA18:1",2562.0,F3,"[TG(55:9),TG(54:2)]_FA18:1-DOD94-F3-WT-dienc",27216.5625,904.8,605.5,16.97,11282023_DOD94_F3_WT_dienc_O3on_01,904.8 -> 605.5
83,hippo,DOD94,17.01,WT,106.0,"[TG(55:9),TG(54:2)]_FA18:1",2563.0,F3,"[TG(55:9),TG(54:2)]_FA18:1-DOD94-F3-WT-hippo",8058.38037109375,904.8,605.5,17.01,11282023_DOD94_F3_WT_hippo_O3on_01,904.8 -> 605.5
84,cereb,FAD184,16.88,WT,136.0,"[TG(55:9),TG(54:2)]_FA18:1",2564.0,F3,"[TG(55:9),TG(54:2)]_FA18:1-FAD184-F3-WT-cereb",16484.201171875,904.8,605.5,16.88,11282023_FAD184_F3_WT_cereb_O3on_01,904.8 -> 605.5
85,cortex,FAD184,16.88,WT,166.0,"[TG(55:9),TG(54:2)]_FA18:1",2565.0,F3,"[TG(55:9),TG(54:2)]_FA18:1-FAD184-F3-WT-cortex",25699.22265625,904.8,605.5,16.88,11282023_FAD184_F3_WT_cortex_O3on_01,904.8 -> 605.5
86,dienc,FAD184,16.88,WT,196.0,"[TG(55:9),TG(54:2)]_FA18:1",2566.0,F3,"[TG(55:9),TG(54:2)]_FA18:1-FAD184-F3-WT-dienc",9882.7802734375,904.8,605.5,16.88,11282023_FAD184_F3_WT_dienc_O3on_01,904.8 -> 605.5
87,hippo,FAD184,16.83,WT,226.0,"[TG(55:9),TG(54:2)]_FA18:1",2567.0,F3,"[TG(55:9),TG(54:2)]_FA18:1-FAD184-F3-WT-hippo",15235.4208984375,904.8,605.5,16.83,11282023_FAD184_F3_WT_hippo_O3on_01,904.8 -> 605.5
88,cereb,FAD184,16.88,WT,256.0,"[TG(55:9),TG(54:2)]_FA18:1",2568.0,F4,"[TG(55:9),TG(54:2)]_FA18:1-FAD184-F4-WT-cereb",10379.3408203125,904.8,605.5,16.88,11282023_FAD184_F4_WT_cereb_O3on_01,904.8 -> 605.5
89,cortex,FAD184,16.88,WT,286.0,"[TG(55:9),TG(54:2)]_FA18:1",2569.0,F4,"[TG(55:9),TG(54:2)]_FA18:1-FAD184-F4-WT-cortex",3855.140380859375,904.8,605.5,16.88,11282023_FAD184_F4_WT_cortex_O3on_01,904.8 -> 605.5
90,dienc,FAD184,16.88,WT,316.0,"[TG(55:9),TG(54:2)]_FA18:1",2570.0,F4,"[TG(55:9),TG(54:2)]_FA18:1-FAD184-F4-WT-dienc",10948.541015625,904.8,605.5,16.88,11282023_FAD184_F4_WT_dienc_O3on_01,904.8 -> 605.5
91,hippo,FAD184,16.83,WT,346.0,"[TG(55:9),TG(54:2)]_FA18:1",2571.0,F4,"[TG(55:9),TG(54:2)]_FA18:1-FAD184-F4-WT-hippo",3155.64013671875,904.8,605.5,16.88,11282023_FAD184_F4_WT_hippo_O3on_01,904.8 -> 605.5
92,cereb,FAD185,15.64,WT,376.0,"[TG(55:9),TG(54:2)]_FA18:1",2572.0,M4,"[TG(55:9),TG(54:2)]_FA18:1-FAD185-M4-WT-cereb",34578.72265625,904.8,605.5,15.64,11282023_FAD185_M4_WT_cereb_O3on_01,904.8 -> 605.5
93,cortex,FAD185,15.64,WT,406.0,"[TG(55:9),TG(54:2)]_FA18:1",2573.0,M4,"[TG(55:9),TG(54:2)]_FA18:1-FAD185-M4-WT-cortex",13233.98046875,904.8,605.5,15.64,11282023_FAD185_M4_WT_cortex_O3on_01,904.8 -> 605.5
94,dienc,FAD185,16.88,WT,436.0,"[TG(55:9),TG(54:2)]_FA18:1",2574.0,M4,"[TG(55:9),TG(54:2)]_FA18:1-FAD185-M4-WT-dienc",8115.4404296875,904.8,605.5,16.88,11282023_FAD185_M4_WT_dienc_O3on_01,904.8 -> 605.5
95,hippo,FAD185,16.88,WT,466.0,"[TG(55:9),TG(54:2)]_FA18:1",2575.0,M4,"[TG(55:9),TG(54:2)]_FA18:1-FAD185-M4-WT-hippo",9900.48046875,904.8,605.5,16.88,11282023_FAD185_M4_WT_hippo_O3on_01,904.8 -> 605.5
